"Date","Price","Open","High","Low","Change %"
"01/06/2021","2.3600","2.3600","2.3600","2.3600","0.00%"
"01/05/2021","2.3600","2.3600","2.3600","2.3600","-0.08%"
"01/04/2021","2.3620","2.3620","2.3620","2.3620","0.08%"
"01/01/2021","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/31/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/30/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/29/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/28/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/25/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/24/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/23/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/22/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/21/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/18/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/17/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/16/2020","2.3600","2.3600","2.3600","2.3600","0.00%"
"12/14/2020","2.3600","2.3600","2.3600","2.3600","-6.72%"
"12/11/2020","2.5300","2.5300","2.5300","2.5300","0.00%"
"12/10/2020","2.5300","2.5300","2.5300","2.5300","-0.39%"
"12/09/2020","2.5400","2.5400","2.5400","2.5400","0.00%"
"12/08/2020","2.5400","2.5400","2.5400","2.5400","0.00%"
"12/07/2020","2.5400","2.5400","2.5400","2.5400","-17.26%"
"12/04/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"12/03/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"12/02/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"12/01/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/30/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/26/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/25/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/24/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/23/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/20/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/19/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/18/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/17/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/16/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/13/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/12/2020","3.0700","3.0700","3.0700","3.0700","0.00%"
"11/11/2020","3.0700","3.0700","3.0700","3.0700","-10.23%"
"11/10/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"11/09/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"11/06/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"11/05/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"11/04/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"11/03/2020","3.4200","3.4200","3.4200","3.4200","-0.20%"
"11/02/2020","3.4270","3.4270","3.4270","3.4270","0.20%"
"10/30/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/29/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/28/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/27/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/26/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/23/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/22/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/21/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/20/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/19/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/16/2020","3.4200","3.4200","3.4200","3.4200","0.00%"
"10/15/2020","3.4200","3.4200","3.4200","3.4200","-0.29%"
"10/14/2020","3.4300","3.4300","3.4300","3.4300","0.29%"
"10/13/2020","3.4200","3.4200","3.4200","3.4200","-9.52%"
"10/12/2020","3.7800","3.7800","3.7800","3.7800","0.00%"
"10/09/2020","3.7800","3.7800","3.7800","3.7800","0.00%"
"10/08/2020","3.7800","3.7800","3.7800","3.7800","0.00%"
"10/07/2020","3.7800","3.7800","3.7800","3.7800","0.00%"
"10/06/2020","3.7800","3.7800","3.7800","3.7800","0.00%"
"10/05/2020","3.7800","3.7800","3.7800","3.7800","-8.70%"
"10/02/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"10/01/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"09/30/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"09/28/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"09/25/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"09/24/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"09/23/2020","4.1400","4.1400","4.1400","4.1400","0.00%"
"09/22/2020","4.1400","4.1400","4.1400","4.1400","-1.66%"
"09/18/2020","4.2100","4.2100","4.2100","4.2100","0.00%"
"09/17/2020","4.2100","4.2100","4.2100","4.2100","0.00%"
"09/16/2020","4.2100","4.2100","4.2100","4.2100","0.00%"
"09/15/2020","4.2100","4.2100","4.2100","4.2100","0.00%"
"09/14/2020","4.2100","4.2100","4.2100","4.2100","0.00%"
"09/11/2020","4.2100","4.2100","4.2100","4.2100","0.00%"
"09/10/2020","4.2100","4.2100","4.2100","4.2100","-0.24%"
"09/09/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"09/08/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"09/07/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"09/04/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"09/03/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"09/02/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"09/01/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/31/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/28/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/26/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/25/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/24/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/21/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/20/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/19/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/18/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/17/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/14/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/13/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/12/2020","4.2200","4.2200","4.2200","4.2200","0.00%"
"08/11/2020","4.2200","4.2200","4.2200","4.2200","-2.09%"
"08/10/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"08/07/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"08/06/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"08/05/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"08/04/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"08/03/2020","4.3100","4.3180","4.3180","4.3100","-0.19%"
"07/31/2020","4.3180","4.3180","4.3180","4.3180","0.19%"
"07/30/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"07/29/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"07/28/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"07/27/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"07/24/2020","4.3100","4.3100","4.3100","4.3100","0.00%"
"07/23/2020","4.3100","4.3100","4.3100","4.3100","-0.23%"
"07/22/2020","4.3200","4.3200","4.3200","4.3200","0.00%"
"07/21/2020","4.3200","4.3200","4.3200","4.3200","0.00%"
"07/20/2020","4.3200","4.3200","4.3200","4.3200","0.00%"
"07/17/2020","4.3200","4.3200","4.3200","4.3200","0.00%"
"07/16/2020","4.3200","4.3200","4.3200","4.3200","0.00%"
"07/15/2020","4.3200","4.3200","4.3200","4.3200","-0.09%"
"07/14/2020","4.3240","4.3240","4.3240","4.3240","0.09%"
"07/13/2020","4.3200","7.2900","7.2900","4.3200","-22.02%"
"07/10/2020","5.5400","5.5400","5.5400","5.5400","46.17%"
"07/08/2020","3.7900","3.7900","3.7900","3.7900","0.00%"
"07/07/2020","3.7900","3.7900","3.7900","3.7900","0.00%"
"07/06/2020","3.7900","3.7900","3.7900","3.7900","-0.26%"
"07/03/2020","3.8000","3.8000","3.8000","3.8000","-8.43%"
"07/02/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"07/01/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"06/30/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"06/29/2020","4.1500","4.1570","4.1570","4.1500","-0.17%"
"06/26/2020","4.1570","4.1570","4.1570","4.1570","0.17%"
"06/25/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"06/24/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"06/23/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"06/22/2020","4.1500","4.1500","4.1500","4.1500","-4.16%"
"06/19/2020","4.3300","4.3300","4.3300","4.3300","0.00%"
"06/18/2020","4.3300","4.3300","4.3300","4.3300","0.00%"
"06/17/2020","4.3300","4.3300","4.3300","4.3300","0.00%"
"06/16/2020","4.3300","4.3300","4.3300","4.3300","-3.99%"
"06/15/2020","4.5100","4.5100","4.5100","4.5100","0.00%"
"06/12/2020","4.5100","4.5100","4.5100","4.5100","-0.22%"
"06/11/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"06/10/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"06/09/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"06/08/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"06/05/2020","4.5200","4.5200","4.5220","4.5200","0.00%"
"06/03/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"06/02/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"06/01/2020","4.5200","4.5200","4.5200","4.5200","0.00%"
"05/29/2020","4.5200","4.5200","4.5200","4.5200","-0.22%"
"05/28/2020","4.5300","4.5300","4.5300","4.5300","0.00%"
"05/27/2020","4.5300","4.5300","4.5300","4.5300","0.00%"
"05/26/2020","4.5300","4.5300","4.5300","4.5300","0.00%"
"05/25/2020","4.5300","4.5300","4.5300","4.5300","0.00%"
"05/21/2020","4.5300","4.5300","4.5300","4.5300","0.00%"
"05/20/2020","4.5300","4.5300","4.5300","4.5300","0.00%"
"05/19/2020","4.5300","4.5300","4.5300","4.5300","-0.22%"
"05/18/2020","4.5400","4.5400","4.5400","4.5400","0.00%"
"05/15/2020","4.5400","4.5400","4.5400","4.5400","0.00%"
"05/14/2020","4.5400","4.5400","4.5400","4.5400","0.00%"
"05/13/2020","4.5400","4.5400","4.5400","4.5400","0.00%"
"05/12/2020","4.5400","4.5400","4.5400","4.5400","0.00%"
"05/11/2020","4.5400","4.5400","4.5400","4.5400","-18.93%"
"05/08/2020","5.6000","5.6000","5.6000","5.6000","0.00%"
"05/07/2020","5.6000","5.6000","5.6000","5.6000","-0.18%"
"05/06/2020","5.6100","5.6100","5.6100","5.6100","0.00%"
"05/05/2020","5.6100","5.6100","5.6100","5.6100","0.00%"
"05/04/2020","5.6100","5.6100","5.6100","5.6100","0.00%"
"05/01/2020","5.6100","5.6100","5.6100","5.6100","0.00%"
"04/30/2020","5.6100","5.6100","5.6100","5.6100","-0.18%"
"04/29/2020","5.6200","5.6200","5.6200","5.6200","0.00%"
"04/28/2020","5.6200","5.6200","5.6200","5.6200","0.00%"
"04/27/2020","5.6200","5.6200","5.6200","5.6200","-6.02%"
"04/24/2020","5.9800","5.9800","5.9800","5.9800","0.00%"
"04/23/2020","5.9800","5.9800","5.9800","5.9800","-0.17%"
"04/22/2020","5.9900","5.9900","5.9900","5.9900","0.00%"
"04/21/2020","5.9900","5.6400","5.9900","5.6400","6.21%"
"04/20/2020","5.6400","5.6400","5.6400","5.6400","0.00%"
"04/17/2020","5.6400","5.6400","5.6400","5.6400","0.00%"
"04/16/2020","5.6400","5.6400","5.6400","5.6400","0.00%"
"04/15/2020","5.6400","5.6400","5.6400","5.6400","-0.18%"
"04/14/2020","5.6500","5.6500","5.6500","5.6500","0.00%"
"04/13/2020","5.6500","5.6500","5.6500","5.6500","0.00%"
"04/10/2020","5.6500","5.6500","5.6500","5.6500","0.00%"
"04/09/2020","5.6500","5.6500","5.6500","5.6500","0.00%"
"04/08/2020","5.6500","5.6500","5.6500","5.6500","0.00%"
"04/07/2020","5.6500","5.6500","5.6500","5.6500","-15.55%"
"03/25/2020","6.6900","6.6900","6.6900","6.6900","0.00%"
"03/24/2020","6.6900","6.6900","6.6900","6.6900","0.00%"
"03/23/2020","6.6900","6.6900","6.6900","6.6900","5.69%"
"03/20/2020","6.3300","6.3300","6.3300","6.3300","6.39%"
"03/19/2020","5.9500","5.9500","5.9500","5.9500","-5.56%"
"03/18/2020","6.3000","6.3000","6.3000","6.3000","6.06%"
"03/17/2020","5.9400","5.9400","5.9400","5.9400","6.45%"
"03/16/2020","5.5800","5.5800","5.5800","5.5800","14.58%"
"03/13/2020","4.8700","4.8700","4.8700","4.8700","17.35%"
"03/12/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"03/10/2020","4.1500","4.1500","4.1500","4.1500","0.00%"
"03/09/2020","4.1500","4.1500","4.1500","4.1500","9.50%"
"03/06/2020","3.7900","3.7900","3.7900","3.7900","0.00%"
"03/05/2020","3.7900","3.7900","3.7900","3.7900","-0.26%"
"03/04/2020","3.8000","3.8000","3.8000","3.8000","0.53%"
"03/03/2020","3.7800","3.7800","3.7800","3.7800","0.00%"
"03/02/2020","3.7800","7.3200","7.3200","3.7800","-48.29%"
"02/28/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/27/2020","7.3100","7.3100","7.3100","7.3100","-0.14%"
"02/26/2020","7.3200","7.3200","7.3200","7.3200","0.00%"
"02/25/2020","7.3200","7.3100","7.3200","7.3100","0.14%"
"02/24/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/21/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/20/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/19/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/18/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/17/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/14/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/13/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/12/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/11/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/10/2020","7.3100","7.3100","7.3100","7.3100","0.00%"
"02/07/2020","7.3100","7.3100","7.3100","7.3100","123.55%"
"12/30/2019","3.2700","3.2700","3.2700","3.2700","-5.22%"
"12/27/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"12/26/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"12/25/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"12/24/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"12/23/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"12/20/2019","3.4500","3.4500","3.4500","3.4500","0.29%"
"12/19/2019","3.4400","3.4400","3.4400","3.4400","-0.29%"
"12/18/2019","3.4500","3.4500","3.4500","3.4500","0.29%"
"12/17/2019","3.4400","3.4400","3.4400","3.4400","-0.29%"
"12/16/2019","3.4500","3.4500","3.4500","3.4500","0.29%"
"12/13/2019","3.4400","3.4400","3.4400","3.4400","0.00%"
"12/12/2019","3.4400","3.4400","3.4400","3.4400","0.00%"
"12/11/2019","3.4400","3.4400","3.4400","3.4400","-0.29%"
"12/10/2019","3.4500","3.4500","3.4500","3.4500","2.68%"
"12/09/2019","3.3600","3.3600","3.3600","3.3600","0.00%"
"12/06/2019","3.3600","3.3600","3.3600","3.3600","0.00%"
"12/05/2019","3.3600","3.3600","3.3600","3.3600","0.00%"
"12/04/2019","3.3600","3.3600","3.3600","3.3600","0.00%"
"12/03/2019","3.3600","3.3600","3.3600","3.3600","2.75%"
"12/02/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/29/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/28/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/27/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/26/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/25/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/22/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/21/2019","3.2700","3.2700","3.2700","3.2700","0.00%"
"11/20/2019","3.2700","3.2700","3.2700","3.2700","-0.30%"
"11/19/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/18/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/15/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/14/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/13/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/12/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/11/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/08/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/07/2019","3.2800","3.2800","3.2800","3.2800","0.31%"
"11/06/2019","3.2700","3.2700","3.2700","3.2700","-0.30%"
"11/05/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/04/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"11/01/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/31/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/30/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/29/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/28/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/25/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/24/2019","3.2800","3.2800","3.2800","3.2800","0.00%"
"10/23/2019","3.2800","3.2800","3.2800","3.2800","-5.20%"
"10/22/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/21/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/18/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/17/2019","3.4600","3.4600","3.4600","3.4600","0.29%"
"10/16/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"10/15/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"10/14/2019","3.4500","3.4500","3.4500","3.4500","0.00%"
"10/11/2019","3.4500","3.4500","3.4500","3.4500","-0.29%"
"10/10/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/09/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/08/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/07/2019","3.4600","3.4600","3.4600","3.4600","-0.29%"
"10/04/2019","3.4700","3.4700","3.4700","3.4700","0.29%"
"10/03/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/02/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"10/01/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"09/30/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"09/27/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"09/26/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"09/25/2019","3.4600","3.4600","3.4600","3.4600","0.00%"
"09/24/2019","3.4600","3.4600","3.4600","3.4600","0.29%"
"09/23/2019","3.4500","3.4500","3.4500","3.4500","-0.29%"
"09/20/2019","3.4600","3.4600","3.4600","3.4600","6.46%"
"09/19/2019","3.2500","3.2500","3.2500","3.2500","0.00%"
"09/18/2019","3.2500","3.2500","3.2500","3.2500","0.00%"
"09/17/2019","3.2500","3.2500","3.2500","3.2500","0.00%"
"09/16/2019","3.2500","3.2500","3.2500","3.2500","0.00%"
"09/13/2019","3.2500","3.2500","3.2500","3.2500","0.00%"
"09/12/2019","3.2500","3.2500","3.2500","3.2500","-5.25%"
"09/11/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/10/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/09/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/06/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/05/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/04/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/03/2019","3.4300","3.4300","3.4300","3.4300","0.00%"
"09/02/2019","3.4300","3.4300","3.4300","3.4300","-64.86%"
"08/22/2019","9.7600","9.7600","9.7600","9.7600","0.00%"
"08/21/2019","9.7600","9.7600","9.7600","9.7600","47.88%"
"08/20/2019","6.6000","9.7500","9.7500","6.6000","0.15%"
"08/19/2019","6.5900","9.7500","9.7500","6.5900","-32.41%"
"08/16/2019","9.7500","9.7500","9.7500","9.7500","0.00%"
"08/15/2019","9.7500","9.7500","9.7500","9.7500","0.00%"
"08/14/2019","9.7500","9.7500","9.7500","9.7500","0.00%"
"08/13/2019","9.7500","9.7500","9.7500","9.7500","0.00%"
"08/12/2019","9.7500","9.7500","9.7500","9.7500","-9.13%"
"08/07/2019","10.7300","9.7500","10.7300","9.7500","10.05%"
"08/06/2019","9.7500","9.7500","9.7500","9.7500","0.00%"
"08/05/2019","9.7500","9.7500","9.7500","9.7500","0.00%"
"08/02/2019","9.7500","9.7500","9.7500","9.7500","216.56%"
"07/17/2019","3.0800","3.0800","3.0800","3.0800","0.00%"
"07/16/2019","3.0800","3.0800","3.0800","3.0800","-25.96%"
"07/15/2019","4.1600","4.1600","4.1600","4.1600","-0.24%"
"07/11/2019","4.1700","4.1700","4.1700","4.1700","0.24%"
"07/10/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"07/09/2019","4.1600","4.1600","4.1600","4.1600","0.24%"
"07/08/2019","4.1500","4.1500","4.1500","4.1500","-0.24%"
"07/05/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"07/04/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"07/03/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"07/02/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"07/01/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"06/28/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"06/27/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"06/26/2019","4.1600","4.1600","4.1600","4.1600","-0.24%"
"06/25/2019","4.1700","4.1700","4.1700","4.1700","0.24%"
"06/24/2019","4.1600","4.1600","4.1600","4.1600","-0.24%"
"06/21/2019","4.1700","4.1700","4.1700","4.1700","0.24%"
"06/20/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"06/19/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"06/18/2019","4.1600","4.1600","4.1600","4.1600","0.00%"
"06/17/2019","4.1600","4.1600","4.1600","4.1600","-14.23%"
"05/23/2019","4.8500","4.8500","4.8500","4.8500","0.00%"
"05/21/2019","4.8500","4.8500","4.8500","4.8500","0.00%"
"05/20/2019","4.8500","4.8500","4.8500","4.8500","0.00%"
"05/17/2019","4.8500","4.8500","4.8500","4.8500","0.00%"
"05/15/2019","4.8500","4.8500","4.8500","4.8500","-0.21%"
"05/14/2019","4.8600","4.8600","4.8600","4.8600","1.89%"
"05/13/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/10/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/08/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/07/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/06/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/03/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/02/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"05/01/2019","4.7700","4.7700","4.7700","4.7700","0.00%"
"04/30/2019","4.7700","4.7700","4.7700","4.7700","-0.63%"
"04/29/2019","4.8000","4.8000","4.8000","4.8000","1.91%"
"04/26/2019","4.7100","4.7100","4.7100","4.7100","2.84%"
"04/25/2019","4.5800","4.5800","4.5800","4.5800","1.10%"
"04/24/2019","4.5300","4.5300","4.5300","4.5300","-0.44%"
"04/23/2019","4.5500","4.5500","4.5500","4.5500","-1.52%"
"04/22/2019","4.6200","4.6200","4.6200","4.6200","1.76%"
"04/19/2019","4.5400","4.5400","4.5400","4.5400","0.44%"
"04/18/2019","4.5200","4.5200","4.5200","4.5200","-0.66%"
"04/17/2019","4.5500","4.5500","4.5500","4.5500","-0.22%"
"04/16/2019","4.5600","4.5600","4.5600","4.5600","-0.22%"
"04/15/2019","4.5700","4.5700","4.5700","4.5700","1.56%"
"04/12/2019","4.5000","4.5000","4.5000","4.5000","-3.02%"
"04/11/2019","4.6400","4.6400","4.6400","4.6400","-2.93%"
"04/09/2019","4.7800","4.7800","4.7800","4.7800","-1.24%"
"04/08/2019","4.8400","4.8400","4.8400","4.8400","3.20%"
"04/05/2019","4.6900","4.6900","4.6900","4.6900","12.20%"
"04/04/2019","4.1800","4.1800","4.1800","4.1800","-1.42%"
"04/03/2019","4.2400","4.2400","4.2400","4.2400","-1.85%"
"04/02/2019","4.3200","4.3200","4.3200","4.3200","-5.26%"
"04/01/2019","4.5600","4.5600","4.5600","4.5600","-5.00%"
"03/29/2019","4.8000","4.8000","4.8000","4.8000","-2.64%"
"03/28/2019","4.9300","4.9300","4.9300","4.9300","-4.27%"
"03/26/2019","5.1500","5.1500","5.1500","5.1500","-5.50%"
"03/25/2019","5.4500","5.4500","5.4500","5.4500","-2.15%"
"03/22/2019","5.5700","5.5700","5.5700","5.5700","-12.01%"
"03/21/2019","6.3300","6.3300","6.3300","6.3300","3.60%"
"03/19/2019","6.1100","6.1100","6.1100","6.1100","5.89%"
"03/18/2019","5.7700","5.7700","5.7700","5.7700","0.70%"
"03/15/2019","5.7300","5.7300","5.7300","5.7300","0.00%"
"03/14/2019","5.7300","5.7300","5.7300","5.7300","0.00%"
"03/13/2019","5.7300","5.7300","5.7300","5.7300","-0.17%"
"03/12/2019","5.7400","5.7400","5.7400","5.7400","-0.52%"
"03/11/2019","5.7700","5.7700","5.7700","5.7700","0.52%"
"03/08/2019","5.7400","5.7400","5.7400","5.7400","-0.17%"
"03/07/2019","5.7500","5.7500","5.7500","5.7500","-0.35%"
"03/05/2019","5.7700","5.7700","5.7700","5.7700","-1.03%"
"03/04/2019","5.8300","5.8300","5.8300","5.8300","-0.34%"
"03/01/2019","5.8500","5.8500","5.8500","5.8500","0.00%"
"02/28/2019","5.8500","5.8500","5.8500","5.8500","0.00%"
"02/27/2019","5.8500","5.8500","5.8500","5.8500","-0.51%"
"02/25/2019","5.8800","5.8500","5.8500","5.8500","0.51%"
"02/22/2019","5.8500","5.8500","5.8500","5.8500","0.00%"
"02/21/2019","5.8500","5.8500","5.8500","5.8500","-0.34%"
"02/20/2019","5.8700","5.8700","5.8700","5.8700","-0.51%"
"02/19/2019","5.9000","5.9000","5.9000","5.9000","-0.34%"
"02/18/2019","5.9200","5.9200","5.9200","5.9200","0.17%"
"02/15/2019","5.9100","5.9100","5.9100","5.9100","1.55%"
"02/14/2019","5.8200","5.8200","5.8200","5.8200","-3.96%"
"02/13/2019","6.0600","6.0600","6.0600","6.0600","0.17%"
"02/12/2019","6.0500","6.0500","6.0500","6.0500","-0.66%"
