DATE,DTWEXBGS
2023-02-10,120.1228
2023-02-13,119.9952
2023-02-14,119.9426
2023-02-15,120.4772
2023-02-16,120.4938
2023-02-17,120.5898
2023-02-20,.
2023-02-21,120.6705
2023-02-22,120.8904
2023-02-23,121.1348
2023-02-24,121.6304
2023-02-27,121.4665
2023-02-28,121.4065
2023-03-01,120.6963
2023-03-02,121.1967
2023-03-03,120.8531
2023-03-06,120.5949
2023-03-07,121.5364
2023-03-08,121.5306
2023-03-09,121.5307
2023-03-10,121.2924
2023-03-13,120.8944
2023-03-14,121.0358
2023-03-15,122.0832
2023-03-16,121.7344
2023-03-17,121.5752
2023-03-20,121.0546
2023-03-21,120.9481
2023-03-22,120.6877
2023-03-23,119.809
2023-03-24,120.503
2023-03-27,120.3227
2023-03-28,119.8059
2023-03-29,119.8398
2023-03-30,119.5304
2023-03-31,119.4828
2023-04-03,119.4623
2023-04-04,119.2988
2023-04-05,119.4385
2023-04-06,119.4597
2023-04-07,119.5033
